Id,Edit status,Owner,Group type,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Article Title,Content Type,Keywords,Included in phase 1?,Included in phase 2,Help docs scope (needs further discussion),Changes to existing doc (if applicable),Document change type,Existing content link (if applicable),Content dimensions,Group description (if applicable),Doc description (if applicable),User research validation,Primary targetted personas
415,Third review,Robert Nicolo,Main content,Publish,Build,Lifecycle management app,SCIM App,,,SCIM App,Guide Hub,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, it's ""glue"" documentation not related to the product help docs","- Update title
- This guide is more like a guide hub than an overview.",Existing doc: changes needed,"- Build a SCIM provisioning integration overview: https://developer.okta.com/docs/guides/scim-provisioning-integration-overview/main/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
663,Third review,Robert Nicolo,Main content,Publish,Build,Lifecycle management app,SCIM App,Test with a SCIM sample app,,Test with a SCIM sample app,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers","Use a sample app to test the OIN Integration

This doc is obviously dependent on the availability of a sample app.",New doc - new content,,No doc dimension,,"Use a sample app to test the OIN Integration

This doc is obviously dependent on the availability of a sample app.",See Id 396 for reasons.,"WIC App Developer,Experienced IAM developer"
382,Third review,Robert Nicolo,Main content,Publish,Build,Lifecycle management app,SCIM App,Build your SCIM app,,Build your SCIM app,Summary redirect,,"""Yes, since it's a summary redirect linking to other content""",TBD,"No, targetted towards developers",,New doc - new content,Provide links to the SCIM docs on how to build a SCIM app. Content to build the app is not located here.,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
417,Third review,Robert Nicolo,Main content,Publish,Build,Lifecycle management app,SCIM App,Prepare you SCIM app for the OIN,,Prepare you SCIM app for the OIN,How-to: developer focused,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",OIN-specific content related to app prep.,New doc with new content but also pulling from existing content,"Tease out only specifics on what exactly needs to be done for a SCIM app to be published on the OIN. From the following docs:
- Prepare your SCIM API service: https://developer.okta.com/docs/guides/scim-provisioning-integration-prepare/main/
- Connect your SCIM API service to Okta: https://developer.okta.com/docs/guides/scim-provisioning-integration-connect/main/
- Test your Okta SCIM integration: https://developer.okta.com/docs/guides/scim-provisioning-integration-test/main/
- ",No doc dimension,,OIN-specific content related to app prep.,,"WIC App Developer,Experienced IAM developer"
677,Third review,Robert Nicolo,Main content,Publish,Build,Lifecycle management app,Workflows,,,Workflows,Summary redirect,,"""No, new content can be created at later phase.""",TBD,"No, it's a summary redirect linking to help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
364,Third review,Robert Nicolo,Main content,Publish,Build,API Service,,,,API Service,Guide Hub,,"""Yes, it's existing content requiring little to no change""",TBD,"No, it's ""glue"" documentation not related to the product help docs",Update title,Existing doc: changes needed,"API service integrations in the OIN: https://developer.okta.com/docs/guides/oin-api-service-overview/
",No doc dimension,,,"Internal worshop results. When asked What do developers need to know about the OIN answers included:
- OIN vs API Services","WIC App Developer,Experienced IAM developer"
664,Third review,Robert Nicolo,Main content,Publish,Build,API Service,Test with an API Service sample app,,,Test with an API Service sample app,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers","Use a sample app to test the OIN Integration

This doc is obviously dependent on the availability of a sample app.",New doc - new content,,No doc dimension,,"Use a sample app to test the OIN Integration

This doc is obviously dependent on the availability of a sample app.",,"WIC App Developer,Experienced IAM developer"
371,Third review,Robert Nicolo,Main content,Publish,Build,API Service,Build your API Service,,,Build your API Service,Summary redirect,,"""Yes, since it's a summary redirect linking to other content""",TBD,"No, targetted towards developers",,New doc - new content,"Provide links to how to build an API service to one or more docs with the following IDs
- ID: 424 - Access Okta APIs with user's credentials
- ID: 425 - Access Okta APIs with machine credentials",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
370,Third review,Robert Nicolo,Main content,Publish,Build,API Service,Prepare you API Service for the OIN,,,Prepare you API Service for the OIN,How-to: developer focused,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",Add content on how to use the API Service Integration form.,New doc with new content but also pulling from existing content,"Tease out how to prepare your API Service for the OIN from the following doc: 
- Build an API service integration: https://developer.okta.com/docs/guides/build-api-integration/main/",No doc dimension,,,"- Internal workshop: When asked what prevents devs form being successful on the OIN, respondents answered:
    - the API Service Integration form is confusing","WIC App Developer,Experienced IAM developer"
406,Third review,Robert Nicolo,Main content,Publish,Submit,,,,,Submit,Guide Hub,,"""Yes, phase 1 version can be a very simple guide hub.""",TBD,"No, it's ""glue"" documentation not related to the product help docs","This doc is large and covers different types of content such as guide up, submission process, etc. For now, it's one doc, but we may need to split this up.",Existing doc: changes needed,- Publish an OIN integration: https://developer.okta.com/docs/guides/submit-app-overview/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
386,Third review,Robert Nicolo,Main content,Publish,Submit,Review the submission requirements,,,,Review the submission requirements,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,- OIN submission requirements: https://developer.okta.com/docs/guides/submit-app-prereq/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
389,Third review,Robert Nicolo,Main content,Publish,Submit,Single Sign-on (SSO),,,,Single Sign-on (SSO),How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,- Submit an SSO integration with the OIN Wizard: https://developer.okta.com/docs/guides/submit-oin-app/openidconnect/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
392,Third review,Robert Nicolo,Main content,Publish,Submit,SCIM App,,,,SCIM App,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,- Submit an LCM integration: https://developer.okta.com/docs/guides/submit-app/scim/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
393,Third review,Robert Nicolo,Main content,Publish,Submit,API Service,,,,API Service,How-to: developer focused,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",,New doc with new content but also pulling from existing content,"The bottom of the following doc has content related to submitting an API Service:
- Build an API service integration: https://developer.okta.com/docs/guides/build-api-integration/main/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
83,Third review,Robert Nicolo,Main content,Publish,Update,,,,, Releasing new versions of your app,Guide Hub,,"""No, new content can be created at later phase.""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,Based on the User research we need to determine what the content should be for this section.,,"At Oktane, the OIN Survey showed several customers citing the following as ""Missing info with the OIN Docs"":

1. Missing information from the app providers on their new versions
2. SP Software version info","WIC App Developer,Experienced IAM developer"
672,Third review,Robert Nicolo,Main content,Publish,Update,Update your users on new versions of your app,,,,Update your users on new versions of your app,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
670,Third review,Robert Nicolo,Main content,Publish,Update,Be notified when apps you use are updated,,,,Be notified when apps you use are updated,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
668,Third review,Robert Nicolo,Main content,Publish,Connect,,,,,Connect,Explanation,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers",,New doc - new content,,No doc dimension,,,"- Internal workshop: When asked ""What prevents developers from being successful on the OIN"", respondents answered:
    - Links to Okta Education classes","WIC App Developer,Experienced IAM developer"
430,Third review,Robert Nicolo,Supportive content,Archive,,,,,,Archive,Guide Hub,,"""Yes, phase 1 version can be a very simple guide hub.""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
431,Third review,Robert Nicolo,Supportive content,Archive,Okta Classic Engine ,,,,,Okta Classic Engine overview,Guide Hub,,"""Yes, it's existing content requiring little to no change""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,Existing doc: no changes identified,- Okta Classic Engine overview: https://developer.okta.com/docs/guides/archive-overview/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
